Nombre de la carrera,Dirección,Área del conocimiento,Datos Estadísticos (DGAE-UNAM),Aciertos Mínimos por Examen de Selección,Promedio de corte pase reglamentado,Cupo,Características del aspirante,Descripción de la carrera,Palabras asociadas,Latitud,Longitud,
Historia - FES Acatlán,"FES Acatlán, Estado de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,504. La asignación total de lugares para esta carrera fue de 428, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 47% del alumnado de primer ingreso son mujeres y 53% hombres.",FES Acatlán: 59,FES Acatlán: 7.56,Asignación total de 428 lugares (conjunto con FFyL),"Haber cursado el Área de las Humanidades y Artes o Ciencias Sociales. Gusto por la lectura, la investigación documental y el análisis del pasado. Capacidad crítica y de interpretación.","El historiador investiga, analiza e interpreta los procesos históricos de las sociedades para comprender el pasado, explicar el presente y contribuir a la construcción del futuro.","historia, historiografía, investigación histórica, historia de México, historia universal, archivos históricos, patrimonio cultural","19,5135","-99,2484",
Historia del Arte - FFyL,"Facultad de Filosofía y Letras, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 536. La asignación total de lugares para esta carrera fue de 120, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 63% del alumnado de primer ingreso son mujeres y 37% hombres.",Facultad de Filosofía y Letras: 70,Facultad de Filosofía y Letras: 7.79,Asignación total de 120 lugares,"Haber cursado el Área de las Humanidades y Artes. Sensibilidad estética e interés por las manifestaciones artísticas a lo largo de la historia. Capacidad de observación, análisis e interpretación.","El historiador del arte estudia las obras de arte en su contexto histórico, social y cultural, analizando su significado, evolución y valor patrimonial para su conservación y difusión.","historia del arte, arte, estética, patrimonio artístico, crítica de arte, curaduría, museografía, conservación","19,3349","-99,1879",
Informática - FCA Escolarizada,"Facultad de Contaduría y Administración, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,796. La asignación total de lugares para esta carrera fue de 409, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 31% del alumnado de primer ingreso son mujeres y 69% hombres.",FCA Escolarizada: 77,FCA Escolarizada: 7.69,Asignación total de 409 lugares (conjunto con modalidad a Distancia),"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la tecnología, la computación y los sistemas de información. Capacidad de análisis lógico y resolución de problemas.","El licenciado en Informática aplica las tecnologías de la información y comunicación para optimizar los procesos administrativos y de negocio en las organizaciones, desarrollando soluciones informáticas innovadoras.","informática, tecnologías de la información, sistemas computacionales, bases de datos, redes, desarrollo de software, informática administrativa","19,3285","-99,1882",
Informática - FCA a Distancia,"Facultad de Contaduría y Administración (Modalidad a Distancia), Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,796. La asignación total de lugares para esta carrera fue de 409, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 31% del alumnado de primer ingreso son mujeres y 69% hombres.",FCA a Distancia: 70,FCA a Distancia: 8.15,Asignación total de 409 lugares (conjunto con modalidad Escolarizada),"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la tecnología, la computación y los sistemas de información. Capacidad de análisis lógico y resolución de problemas.","El licenciado en Informática aplica las tecnologías de la información y comunicación para optimizar los procesos administrativos y de negocio en las organizaciones, desarrollando soluciones informáticas innovadoras.","informática, tecnologías de la información, sistemas computacionales, bases de datos, redes, desarrollo de software, informática administrativa","19,3285","-99,1882",
Ingeniería Aeroespacial - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,500. La asignación total de lugares para esta carrera fue de 125, por lo que de cada 12 estudiantes que demandaron la carrera, ingresó 1. El 27% del alumnado de primer ingreso son mujeres y 73% hombres.",Facultad de Ingeniería: 105,Facultad de Ingeniería: 9.16,Asignación total de 125 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Sólidos conocimientos en matemáticas, física y química. Interés por la aeronáutica, el espacio y la tecnología de vanguardia. Capacidad de análisis y creatividad.","El ingeniero aeroespacial diseña, construye y opera aeronaves y vehículos espaciales, así como los sistemas de propulsión y navegación asociados, contribuyendo al desarrollo de la industria aeroespacial.","ingeniería aeroespacial, aeronáutica, astronáutica, aviones, satélites, propulsión, aerodinámica, espacio","19,3305","-99,1862",
Ingeniería Agrícola - FES Cuautitlán,"FES Cuautitlán, Estado de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 195. La asignación total de lugares para esta carrera fue de 81, por lo que de cada 2 estudiantes que demandaron la carrera, ingresó 1. El 22% del alumnado de primer ingreso son mujeres y 78% hombres.",FES Cuautitlán: 55,FES Cuautitlán: 7.23,Asignación total de 81 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas o Químico-Biológicas. Interés por el campo, la producción agrícola y la tecnología aplicada al agro. Gusto por el trabajo al aire libre.","El ingeniero agrícola aplica los principios de la ingeniería a la producción agropecuaria, diseñando y operando sistemas de riego, maquinaria agrícola, construcciones rurales y procesos de poscosecha.","ingeniería agrícola, agricultura, maquinaria agrícola, riego, agroindustria, poscosecha, desarrollo rural","19,6856","-99,1822",
Ingeniería Ambiental - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 2,575. La asignación total de lugares para esta carrera fue de 258, por lo que de cada 10 estudiantes que demandaron la carrera, ingresó 1. El 54% del alumnado de primer ingreso son mujeres y 46% hombres.",Facultad de Ingeniería: 91,Facultad de Ingeniería: 8.50,Asignación total de 258 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas o Químico-Biológicas. Interés por el medio ambiente, la sustentabilidad y la prevención de la contaminación. Capacidad de análisis y vocación social.","El ingeniero ambiental previene, controla y remedia los problemas de contaminación del agua, aire y suelo, diseñando sistemas y procesos que minimicen el impacto ambiental de las actividades humanas.","ingeniería ambiental, medio ambiente, contaminación, sustentabilidad, tratamiento de aguas, gestión de residuos, calidad del aire","19,3305","-99,1862",
Ingeniería Civil - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 6,295. La asignación total de lugares para esta carrera fue de 1,178, por lo que de cada 5 estudiantes que demandaron la carrera, ingresó 1. El 31% del alumnado de primer ingreso son mujeres y 69% hombres.",Facultad de Ingeniería: 92,Facultad de Ingeniería: 8.36,"Asignación total de 1,178 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Físico-Matemáticas. Sólidos conocimientos en matemáticas y física. Interés por la construcción, las grandes obras de infraestructura y la planeación urbana.","El ingeniero civil proyecta, diseña, construye y mantiene obras de infraestructura como edificios, puentes, carreteras, presas y sistemas hidráulicos, contribuyendo al desarrollo del país.","ingeniería civil, construcción, estructuras, hidráulica, vías terrestres, geotecnia, sanitaria, infraestructura","19,3305","-99,1862",
Ingeniería Civil - FES Acatlán,"FES Acatlán, Estado de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 6,295. La asignación total de lugares para esta carrera fue de 1,178, por lo que de cada 5 estudiantes que demandaron la carrera, ingresó 1. El 31% del alumnado de primer ingreso son mujeres y 69% hombres.",FES Acatlán: 72,FES Acatlán: 7.72,"Asignación total de 1,178 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Físico-Matemáticas. Sólidos conocimientos en matemáticas y física. Interés por la construcción, las grandes obras de infraestructura y la planeación urbana.","El ingeniero civil proyecta, diseña, construye y mantiene obras de infraestructura como edificios, puentes, carreteras, presas y sistemas hidráulicos, contribuyendo al desarrollo del país.","ingeniería civil, construcción, estructuras, hidráulica, vías terrestres, geotecnia, sanitaria, infraestructura","19,5135","-99,2484",
Ingeniería Civil - FES Aragón,"FES Aragón, Estado de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 6,295. La asignación total de lugares para esta carrera fue de 1,178, por lo que de cada 5 estudiantes que demandaron la carrera, ingresó 1. El 31% del alumnado de primer ingreso son mujeres y 69% hombres.",FES Aragón: 72,FES Aragón: 7.69,"Asignación total de 1,178 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Físico-Matemáticas. Sólidos conocimientos en matemáticas y física. Interés por la construcción, las grandes obras de infraestructura y la planeación urbana.","El ingeniero civil proyecta, diseña, construye y mantiene obras de infraestructura como edificios, puentes, carreteras, presas y sistemas hidráulicos, contribuyendo al desarrollo del país.","ingeniería civil, construcción, estructuras, hidráulica, vías terrestres, geotecnia, sanitaria, infraestructura","19,4799","-99,0481",
Ingeniería de Minas y Metalurgia - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 334. La asignación total de lugares para esta carrera fue de 110, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 35% del alumnado de primer ingreso son mujeres y 65% hombres.",Facultad de Ingeniería: 69,Facultad de Ingeniería: 7.75,Asignación total de 110 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la minería, la extracción de minerales y los procesos metalúrgicos. Gusto por el trabajo de campo y la industria extractiva.","El ingeniero de minas y metalurgista explora, explota y beneficia los recursos minerales, aplicando técnicas de extracción minera y procesos metalúrgicos para la obtención de metales y materiales.","minería, metalurgia, extracción de minerales, geología de minas, beneficio de minerales, metalurgia extractiva, seguridad minera","19,3305","-99,1862",
Ingeniería Eléctrica Electrónica - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 2,414. La asignación total de lugares para esta carrera fue de 381, por lo que de cada 6 estudiantes que demandaron la carrera, ingresó 1. El 22% del alumnado de primer ingreso son mujeres y 78% hombres.",Facultad de Ingeniería: 91,Facultad de Ingeniería: 8.46,Asignación total de 381 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Sólidos conocimientos en matemáticas y física. Interés por la electricidad, la electrónica, los circuitos y los sistemas de potencia.","El ingeniero eléctrico electrónico genera, transmite y distribuye energía eléctrica, además de diseñar sistemas electrónicos y de control para aplicaciones industriales, comerciales y domésticas.","ingeniería eléctrica, electrónica, sistemas de potencia, circuitos, control, máquinas eléctricas, instrumentación","19,3305","-99,1862",
Ingeniería en Alimentos - Facultad de Química,"Facultad de Química, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 903. La asignación total de lugares para esta carrera fue de 110, por lo que de cada 8 estudiantes que demandaron la carrera, ingresó 1. El 66% del alumnado de primer ingreso son mujeres y 34% hombres.",Facultad de Química: 88,Facultad de Química: 8.45,Asignación total de 110 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud o Físico-Matemáticas. Interés por los alimentos, su procesamiento, conservación y calidad.","El ingeniero en alimentos aplica los principios de la ingeniería y la ciencia de los alimentos para procesar, conservar, transformar y asegurar la calidad e inocuidad de los productos alimenticios.","ingeniería en alimentos, tecnología de alimentos, procesamiento de alimentos, conservación, inocuidad, calidad alimentaria, biotecnología alimentaria","19,3308","-99,1889",
Ingeniería en Computación - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 5,405. La asignación total de lugares para esta carrera fue de 762, por lo que de cada 7 estudiantes que demandaron la carrera, ingresó 1. El 23% del alumnado de primer ingreso son mujeres y 77% hombres.",Facultad de Ingeniería: 94,Facultad de Ingeniería: 8.60,Asignación total de 762 lugares (conjunto con FES Aragón),"Haber cursado el Área de las Ciencias Físico-Matemáticas. Gusto por la tecnología, la programación y el desarrollo de software y hardware. Capacidad de análisis lógico y resolución de problemas.","El ingeniero en computación diseña, desarrolla e implementa sistemas de cómputo, tanto de hardware como de software, para resolver problemas en diversas áreas de la industria y los servicios.","ingeniería en computación, sistemas computacionales, hardware, software, programación, redes, sistemas embebidos, arquitectura de computadoras","19,3305","-99,1862",
Ingeniería en Computación - FES Aragón,"FES Aragón, Estado de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 5,405. La asignación total de lugares para esta carrera fue de 762, por lo que de cada 7 estudiantes que demandaron la carrera, ingresó 1. El 23% del alumnado de primer ingreso son mujeres y 77% hombres.",FES Aragón: 74,FES Aragón: 7.88,Asignación total de 762 lugares (conjunto con Facultad de Ingeniería),"Haber cursado el Área de las Ciencias Físico-Matemáticas. Gusto por la tecnología, la programación y el desarrollo de software y hardware. Capacidad de análisis lógico y resolución de problemas.","El ingeniero en computación diseña, desarrolla e implementa sistemas de cómputo, tanto de hardware como de software, para resolver problemas en diversas áreas de la industria y los servicios.","ingeniería en computación, sistemas computacionales, hardware, software, programación, redes, sistemas embebidos, arquitectura de computadoras","19,4799","-99,0481",
Ingeniería en Energías Renovables - ENES Juriquilla,"ENES Unidad Juriquilla, Querétaro",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 412. La asignación total de lugares para esta carrera fue de 75, por lo que de cada 5 estudiantes que demandaron la carrera, ingresó 1. El 37% del alumnado de primer ingreso son mujeres y 63% hombres.",ENES Unidad Juriquilla: 85,ENES Unidad Juriquilla: 8.29,Asignación total de 75 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por las energías limpias, la sustentabilidad y la tecnología ambiental. Capacidad de innovación y vocación ecológica.","El ingeniero en energías renovables evalúa, diseña e implementa sistemas de generación de energía a partir de fuentes renovables como solar, eólica, biomasa e hidráulica para un desarrollo energético sustentable.","energías renovables, energía solar, energía eólica, biomasa, sustentabilidad, celdas fotovoltaicas, eficiencia energética","20,7033","-100,4487",
Ingeniería en Sistemas Biomédicos - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,124. La asignación total de lugares para esta carrera fue de 78, por lo que de cada 14 estudiantes que demandaron la carrera, ingresó 1. El 51% del alumnado de primer ingreso son mujeres y 49% hombres.",Facultad de Ingeniería: 99,Facultad de Ingeniería: 8.96,Asignación total de 78 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas o Biológicas y de la Salud. Interés por la tecnología médica, la electrónica y la biología. Vocación de servicio en el sector salud.","El ingeniero en sistemas biomédicos aplica la ingeniería para resolver problemas en medicina y biología, diseñando, desarrollando y manteniendo equipo y tecnología para el diagnóstico, tratamiento y rehabilitación.","ingeniería biomédica, tecnología médica, instrumentación médica, bioingeniería, equipo médico, prótesis, imágenes médicas","19,3305","-99,1862",
Ingeniería en Telecomunicaciones - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 896. La asignación total de lugares para esta carrera fue de 116, por lo que de cada 8 estudiantes que demandaron la carrera, ingresó 1. El 23% del alumnado de primer ingreso son mujeres y 77% hombres.",Facultad de Ingeniería: 88,Facultad de Ingeniería: 8.33,Asignación total de 116 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por las comunicaciones, las redes y la transmisión de información. Capacidad de análisis y actualización tecnológica constante.","El ingeniero en telecomunicaciones diseña, implementa y opera sistemas de transmisión de voz, datos y video, así como redes de comunicaciones alámbricas e inalámbricas.","telecomunicaciones, comunicaciones, redes, transmisión de datos, fibra óptica, comunicaciones satelitales, sistemas inalámbricos","19,3305","-99,1862",
Ingeniería en Telecomunicaciones, Sistemas y Electrónica - FES Cuautitlán,"FES Cuautitlán, Estado de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 848. La asignación total de lugares para esta carrera fue de 144, por lo que de cada 6 estudiantes que demandaron la carrera, ingresó 1. El 22% del alumnado de primer ingreso son mujeres y 78% hombres.",FES Cuautitlán: 65,FES Cuautitlán: 7.45,Asignación total de 144 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la electrónica, las telecomunicaciones y los sistemas digitales. Gusto por la tecnología y la innovación.","El ingeniero en telecomunicaciones, sistemas y electrónica integra conocimientos de electrónica, comunicaciones y sistemas computacionales para diseñar y operar sistemas de comunicación y control.","telecomunicaciones, sistemas electrónicos, comunicaciones, redes, control, automatización, electrónica","19,6856","-99,1822"
Ingeniería Geofísica - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 219. La asignación total de lugares para esta carrera fue de 83, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 40% del alumnado de primer ingreso son mujeres y 60% hombres.",Facultad de Ingeniería: 69,Facultad de Ingeniería: 7.81,Asignación total de 83 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la física de la Tierra, los fenómenos naturales y la exploración del subsuelo. Gusto por el trabajo de campo.","El ingeniero geofísico aplica métodos físicos y matemáticos para explorar el subsuelo, localizar recursos naturales, estudiar fenómenos geológicos y evaluar riesgos naturales.","geofísica, exploración geofísica, sismología, gravimetría, magnetometría, recursos naturales, geología","19,3305","-99,1862",
Ingeniería Geológica - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 245. La asignación total de lugares para esta carrera fue de 88, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 40% del alumnado de primer ingreso son mujeres y 60% hombres.",Facultad de Ingeniería: 68,Facultad de Ingeniería: 7.79,Asignación total de 88 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la geología, los materiales terrestres y la ingeniería aplicada a obras civiles. Gusto por el trabajo de campo.","El ingeniero geólogo estudia la composición y estructura de la corteza terrestre para aplicarlo en la construcción de obras civiles, la exploración de recursos y la prevención de riesgos geológicos.","ingeniería geológica, geotecnia, mecánica de rocas, mecánica de suelos, geología aplicada, estabilidad de taludes, hidrogeología","19,3305","-99,1862",
Ingeniería Geomática - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 373. La asignación total de lugares para esta carrera fue de 97, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 38% del alumnado de primer ingreso son mujeres y 62% hombres.",Facultad de Ingeniería: 73,Facultad de Ingeniería: 7.92,Asignación total de 97 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la captura, procesamiento y análisis de información geográfica. Gusto por la tecnología satelital y los sistemas de posicionamiento.","El ingeniero geomático captura, procesa, analiza y representa información geográfica mediante tecnologías como GPS, percepción remota y sistemas de información geográfica (SIG).","geomática, SIG, sistemas de información geográfica, percepción remota, GPS, fotogrametría, cartografía digital, geodesia","19,3305","-99,1862",
Ingeniería Industrial - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 4,814. La asignación total de lugares para esta carrera fue de 614, por lo que de cada 8 estudiantes que demandaron la carrera, ingresó 1. El 41% del alumnado de primer ingreso son mujeres y 59% hombres.",Facultad de Ingeniería: 89,Facultad de Ingeniería: 8.32,Asignación total de 614 lugares (conjunto con FES Aragón),"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la optimización de procesos, la productividad y la calidad. Capacidad de liderazgo y trabajo en equipo.","El ingeniero industrial diseña, mejora e implementa sistemas integrados de personas, materiales, información, equipo y energía para optimizar la productividad y calidad en organizaciones.","ingeniería industrial, productividad, calidad, optimización, procesos, logística, cadena de suministro, manufactura","19,3305","-99,1862",
Ingeniería Industrial - FES Aragón,"FES Aragón, Estado de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 4,814. La asignación total de lugares para esta carrera fue de 614, por lo que de cada 8 estudiantes que demandaron la carrera, ingresó 1. El 41% del alumnado de primer ingreso son mujeres y 59% hombres.",FES Aragón: 70,FES Aragón: 7.73,Asignación total de 614 lugares (conjunto con Facultad de Ingeniería),"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la optimización de procesos, la productividad y la calidad. Capacidad de liderazgo y trabajo en equipo.","El ingeniero industrial diseña, mejora e implementa sistemas integrados de personas, materiales, información, equipo y energía para optimizar la productividad y calidad en organizaciones.","ingeniería industrial, productividad, calidad, optimización, procesos, logística, cadena de suministro, manufactura","19,4799","-99,0481",
Ingeniería Mecánica - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,991. La asignación total de lugares para esta carrera fue de 307, por lo que de cada 6 estudiantes que demandaron la carrera, ingresó 1. El 18% del alumnado de primer ingreso son mujeres y 82% hombres.",Facultad de Ingeniería: 90,Facultad de Ingeniería: 8.40,Asignación total de 307 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Sólidos conocimientos en matemáticas, física y mecánica. Interés por las máquinas, los mecanismos y los procesos de manufactura.","El ingeniero mecánico diseña, construye, opera y mantiene sistemas mecánicos, térmicos y de fluidos, así como maquinaria y equipo para la industria manufacturera y de transformación.","ingeniería mecánica, mecánica, termodinámica, máquinas, mecanismos, manufactura, diseño mecánico, energía","19,3305","-99,1862",
Ingeniería Mecánica Eléctrica - FES Cuautitlán,"FES Cuautitlán, Estado de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,116. La asignación total de lugares para esta carrera fue de 225, por lo que de cada 5 estudiantes que demandaron la carrera, ingresó 1. El 14% del alumnado de primer ingreso son mujeres y 86% hombres.",FES Cuautitlán: 60,FES Cuautitlán: 7.32,Asignación total de 225 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por los sistemas mecánicos y eléctricos, la maquinaria industrial y las instalaciones electromecánicas.","El ingeniero mecánico electricista integra conocimientos de mecánica y electricidad para diseñar, instalar y mantener sistemas electromecánicos en plantas industriales, edificios y sistemas de transporte.","ingeniería mecánica, eléctrica, electromecánica, máquinas eléctricas, instalaciones eléctricas, sistemas mecánicos, mantenimiento industrial","19,6856","-99,1822",
Ingeniería Mecatrónica - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 4,342. La asignación total de lugares para esta carrera fue de 360, por lo que de cada 12 estudiantes que demandaron la carrera, ingresó 1. El 18% del alumnado de primer ingreso son mujeres y 82% hombres.",Facultad de Ingeniería: 101,Facultad de Ingeniería: 9.02,Asignación total de 360 lugares (conjunto con FES Aragón),"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la robótica, la automatización y la integración de sistemas mecánicos, electrónicos y de control. Creatividad e innovación.","El ingeniero mecatrónico integra mecánica, electrónica, control y computación para diseñar, construir y operar sistemas automatizados y productos inteligentes para la industria.","mecatrónica, robótica, automatización, control, electrónica, mecánica, sistemas inteligentes, manufactura automatizada","19,3305","-99,1862",
Ingeniería Mecatrónica - FES Aragón,"FES Aragón, Estado de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 4,342. La asignación total de lugares para esta carrera fue de 360, por lo que de cada 12 estudiantes que demandaron la carrera, ingresó 1. El 18% del alumnado de primer ingreso son mujeres y 82% hombres.",FES Aragón: 77,FES Aragón: 8.14,Asignación total de 360 lugares (conjunto con Facultad de Ingeniería),"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la robótica, la automatización y la integración de sistemas mecánicos, electrónicos y de control. Creatividad e innovación.","El ingeniero mecatrónico integra mecánica, electrónica, control y computación para diseñar, construir y operar sistemas automatizados y productos inteligentes para la industria.","mecatrónica, robótica, automatización, control, electrónica, mecánica, sistemas inteligentes, manufactura automatizada","19,4799","-99,0481",
Ingeniería Petrolera - Facultad de Ingeniería,"Facultad de Ingeniería, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 494. La asignación total de lugares para esta carrera fue de 107, por lo que de cada 5 estudiantes que demandaron la carrera, ingresó 1. El 35% del alumnado de primer ingreso son mujeres y 65% hombres.",Facultad de Ingeniería: 77,Facultad de Ingeniería: 8.00,Asignación total de 107 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la industria petrolera, la exploración y explotación de hidrocarburos. Gusto por el trabajo de campo y en plataformas.","El ingeniero petrolero explora, perfora, extrae y transporta hidrocarburos (petróleo y gas), aplicando tecnologías para maximizar la producción de yacimientos de manera segura y sustentable.","ingeniería petrolera, petróleo, gas, perforación, yacimientos, producción de hidrocarburos, ingeniería de pozos, refinación","19,3305","-99,1862",
Ingeniería Química - Facultad de Química,"Facultad de Química, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,407. La asignación total de lugares para esta carrera fue de 209, por lo que de cada 7 estudiantes que demandaron la carrera, ingresó 1. El 47% del alumnado de primer ingreso son mujeres y 53% hombres.",Facultad de Química: 88,Facultad de Química: 8.44,Asignación total de 209 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas o Químico-Biológicas. Sólidos conocimientos en química, física y matemáticas. Interés por los procesos industriales de transformación química.","El ingeniero químico diseña, opera, controla y optimiza procesos industriales para la transformación física y química de materias primas en productos útiles para la sociedad.","ingeniería química, procesos químicos, industria química, reactores, operaciones unitarias, termodinámica química, fenómenos de transporte","19,3308","-99,1889",
Ingeniería Química Metalúrgica - Facultad de Química,"Facultad de Química, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 176. La asignación total de lugares para esta carrera fue de 74, por lo que de cada 2 estudiantes que demandaron la carrera, ingresó 1. El 42% del alumnado de primer ingreso son mujeres y 58% hombres.",Facultad de Química: 69,Facultad de Química: 7.74,Asignación total de 74 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas o Químico-Biológicas. Interés por los metales, las aleaciones y los procesos de obtención y transformación metalúrgica.","El ingeniero químico metalúrgico aplica los principios de la química y la ingeniería para extraer y procesar metales a partir de minerales, así como para desarrollar nuevas aleaciones y materiales.","metalurgia, ingeniería química, metales, aleaciones, pirometalurgia, hidrometalurgia, electrometalurgia, materiales","19,3308","-99,1889",
